prompt type;object handle;prompt tokens;completion tokens;total tokens
initial_prompt_temp;steak-knife1_instance_24;246;16;262
initial_prompt_temp;steak-knife1_instance_24;246;14;260
initial_prompt_temp;steak-knife1_instance_24;246;17;263
initial_prompt_bestof;apple-juice1_instance_46;246;108;354
initial_prompt_bestof;apple-juice1_instance_46;246;108;354
initial_prompt_bestof;apple-juice1_instance_46;246;108;354
initial_prompt_bestof;apple-juice1_instance_46;246;108;354
initial_prompt_bestof;bottle-opener1_instance_25;246;108;354
initial_prompt_bestof;bottle-opener1_instance_25;246;108;354
initial_prompt_bestof;bottle-opener1_instance_25;246;108;354
initial_prompt_bestof;bottle-opener1_instance_25;246;108;354
initial_prompt_bestof;ceramic-plate1_instance_27;245;116;361
initial_prompt_bestof;ceramic-plate1_instance_27;245;116;361
initial_prompt_bestof;ceramic-plate1_instance_27;245;116;361
initial_prompt_bestof;ceramic-plate1_instance_27;245;116;361
initial_prompt_bestof;cereal-box1_instance_37;245;103;348
initial_prompt_bestof;cereal-box1_instance_37;245;103;348
initial_prompt_bestof;cereal-box1_instance_37;245;103;348
initial_prompt_bestof;cereal-box1_instance_37;245;103;348
initial_prompt_bestof;glass-tumbler1_instance_29;247;131;378
initial_prompt_bestof;glass-tumbler1_instance_29;247;131;378
initial_prompt_bestof;ketchup1_instance_44;244;96;340
initial_prompt_bestof;ketchup1_instance_44;244;96;340
initial_prompt_bestof;ketchup1_instance_44;244;96;340
initial_prompt_bestof;ketchup1_instance_44;244;96;340
initial_prompt_bestof;milk1_instance_42;243;88;331
initial_prompt_bestof;milk1_instance_42;243;88;331
initial_prompt_bestof;milk1_instance_42;243;88;331
initial_prompt_bestof;milk1_instance_42;243;88;331
initial_prompt_bestof;paper-plate1_instance_18;245;107;352
initial_prompt_bestof;paper-plate1_instance_18;245;107;352
initial_prompt_bestof;paper-plate1_instance_18;245;107;352
initial_prompt_bestof;paper-plate1_instance_18;245;107;352
initial_prompt_bestof;pepsi-can1_instance_15;247;111;358
initial_prompt_bestof;pepsi-can1_instance_15;247;111;358
initial_prompt_bestof;pepsi-can1_instance_15;247;111;358
initial_prompt_bestof;pepsi-can1_instance_15;247;111;358
initial_prompt_bestof;plastic-bottle1_instance_12;246;105;351
initial_prompt_bestof;plastic-bottle1_instance_12;246;105;351
initial_prompt_bestof;plastic-bottle1_instance_12;246;105;351
initial_prompt_bestof;plastic-bottle1_instance_12;246;105;351
initial_prompt_bestof;plastic-cup1_instance_20;245;119;364
initial_prompt_bestof;plastic-cup1_instance_20;245;119;364
initial_prompt_bestof;plastic-cup1_instance_20;245;119;364
initial_prompt_bestof;plastic-cup1_instance_20;245;119;364
initial_prompt_bestof;plastic-fork1_instance_19;245;102;347
initial_prompt_bestof;plastic-fork1_instance_19;245;102;347
initial_prompt_bestof;plastic-fork1_instance_19;245;102;347
initial_prompt_bestof;plastic-fork1_instance_19;245;102;347
initial_prompt_bestof;pop-tart-box1_instance_39;248;127;375
initial_prompt_bestof;pop-tart-box1_instance_39;248;127;375
initial_prompt_bestof;soda-can1_instance_13;245;115;360
initial_prompt_bestof;soda-can1_instance_13;245;115;360
initial_prompt_bestof;soda-can1_instance_13;245;115;360
initial_prompt_bestof;soda-can1_instance_13;245;115;360
initial_prompt_bestof;apple-core1_instance_17;245;112;357
initial_prompt_bestof;apple-core1_instance_17;245;112;357
initial_prompt_bestof;apple-core1_instance_17;245;112;357
initial_prompt_bestof;apple-core1_instance_17;245;112;357
initial_prompt_bestof;box-of-aluminum-foil1_instance_38;251;140;391
initial_prompt_bestof;box-of-aluminum-foil1_instance_38;251;140;391
initial_prompt_bestof;box-of-aluminum-foil1_instance_38;251;140;391
initial_prompt_bestof;box-of-aluminum-foil1_instance_38;251;140;391
initial_prompt_bestof;coffee-grinder1_instance_36;246;110;356
initial_prompt_bestof;coffee-grinder1_instance_36;246;110;356
initial_prompt_bestof;coffee-grinder1_instance_36;246;110;356
initial_prompt_bestof;coffee-grinder1_instance_36;246;110;356
initial_prompt_bestof;coke-can1_instance_14;246;98;344
initial_prompt_bestof;coke-can1_instance_14;246;98;344
initial_prompt_bestof;coke-can1_instance_14;246;98;344
initial_prompt_bestof;corkscrew1_instance_26;245;98;343
initial_prompt_bestof;corkscrew1_instance_26;245;98;343
initial_prompt_bestof;corkscrew1_instance_26;245;98;343
initial_prompt_bestof;corkscrew1_instance_26;245;98;343
initial_prompt_bestof;crackers1_instance_41;244;107;351
initial_prompt_bestof;crackers1_instance_41;244;107;351
initial_prompt_bestof;crackers1_instance_41;244;107;351
initial_prompt_bestof;crackers1_instance_41;244;107;351
initial_prompt_bestof;granola-bars1_instance_40;246;118;364
initial_prompt_bestof;granola-bars1_instance_40;246;118;364
initial_prompt_bestof;granola-bars1_instance_40;246;118;364
initial_prompt_bestof;granola-bars1_instance_40;246;118;364
initial_prompt_bestof;half-and-half1_instance_43;247;105;352
initial_prompt_bestof;half-and-half1_instance_43;247;105;352
initial_prompt_bestof;half-and-half1_instance_43;247;105;352
initial_prompt_bestof;half-and-half1_instance_43;247;105;352
initial_prompt_bestof;jar-of-salsa1_instance_45;248;105;353
initial_prompt_bestof;jar-of-salsa1_instance_45;248;105;353
initial_prompt_bestof;jar-of-salsa1_instance_45;248;105;353
initial_prompt_bestof;jar-of-salsa1_instance_45;248;105;353
initial_prompt_bestof;mug1_instance_31;243;105;348
initial_prompt_bestof;mug1_instance_31;243;105;348
initial_prompt_bestof;mug1_instance_31;243;105;348
initial_prompt_bestof;mug1_instance_31;243;105;348
initial_prompt_bestof;newspaper1_instance_16;243;94;337
initial_prompt_bestof;newspaper1_instance_16;243;94;337
initial_prompt_bestof;newspaper1_instance_16;243;94;337
initial_prompt_bestof;newspaper1_instance_16;243;94;337
initial_prompt_bestof;paper-cup1_instance_21;245;111;356
initial_prompt_bestof;paper-cup1_instance_21;245;111;356
initial_prompt_bestof;paper-cup1_instance_21;245;111;356
initial_prompt_bestof;plate1_instance_28;243;104;347
initial_prompt_bestof;plate1_instance_28;243;104;347
initial_prompt_bestof;plate1_instance_28;243;104;347
initial_prompt_bestof;plate1_instance_28;243;104;347
initial_prompt_bestof;steak-knife1_instance_30;245;104;349
initial_prompt_bestof;steak-knife1_instance_30;245;104;349
initial_prompt_bestof;steak-knife1_instance_30;245;104;349
initial_prompt_bestof;steak-knife1_instance_30;245;104;349
initial_prompt_bestof;ceramic-bowl1_instance_35;246;94;340
initial_prompt_bestof;ceramic-bowl1_instance_35;246;94;340
initial_prompt_bestof;ceramic-bowl1_instance_35;246;94;340
initial_prompt_bestof;ceramic-bowl1_instance_35;246;94;340
initial_prompt_bestof;ceramic-plate1_instance_34;246;100;346
initial_prompt_bestof;ceramic-plate1_instance_34;246;100;346
initial_prompt_bestof;ceramic-plate1_instance_34;246;100;346
initial_prompt_bestof;ceramic-plate1_instance_34;246;100;346
initial_prompt_bestof;glass-tumbler1_instance_33;248;123;371
initial_prompt_bestof;glass-tumbler1_instance_33;248;123;371
initial_prompt_bestof;glass-tumbler1_instance_33;248;123;371
initial_prompt_bestof;glass-tumbler1_instance_33;248;123;371
initial_prompt_bestof;metal-fork1_instance_23;246;92;338
initial_prompt_bestof;metal-fork1_instance_23;246;92;338
initial_prompt_bestof;metal-fork1_instance_23;246;92;338
initial_prompt_bestof;metal-fork1_instance_23;246;92;338
initial_prompt_bestof;mug1_instance_32;244;105;349
initial_prompt_bestof;mug1_instance_32;244;105;349
initial_prompt_bestof;mug1_instance_32;244;105;349
initial_prompt_bestof;mug1_instance_32;244;105;349
initial_prompt_bestof;paring-knife1_instance_22;247;109;356
initial_prompt_bestof;paring-knife1_instance_22;247;109;356
initial_prompt_bestof;paring-knife1_instance_22;247;109;356
initial_prompt_bestof;paring-knife1_instance_22;247;109;356
initial_prompt_bestof;steak-knife1_instance_24;246;103;349
initial_prompt_bestof;steak-knife1_instance_24;246;103;349
initial_prompt_bestof;steak-knife1_instance_24;246;103;349
initial_prompt_bestof;steak-knife1_instance_24;246;103;349
