prompt type;object handle;prompt tokens;completion tokens;total tokens
recurse_prompt;pepsi-can1_instance_15;253;9;262
recurse_prompt;pepsi-can1_instance_15;261;5;266
recurse_prompt;pepsi-can1_instance_15;262;6;268
recurse_prompt;pepsi-can1_instance_15;262;6;268
recurse_prompt;pepsi-can1_instance_15;265;2;267
recurse_prompt;pepsi-can1_instance_15;265;2;267
recurse_prompt;pepsi-can1_instance_15;261;5;266
recurse_prompt;pepsi-can1_instance_15;261;7;268
recurse_prompt;pepsi-can1_instance_15;265;2;267
repair_prompt;pepsi-can1_instance_15;305;14;319
repair_prompt;pepsi-can1_instance_15;307;15;322
repair_prompt;pepsi-can1_instance_15;306;15;321
repair_prompt;pepsi-can1_instance_15;306;14;320
repair_prompt;pepsi-can1_instance_15;299;21;320
repair_recurse_prompt;pepsi-can1_instance_15;313;5;318
repair_recurse_prompt;pepsi-can1_instance_15;313;9;322
repair_prompt;pepsi-can1_instance_15;298;21;319
repair_recurse_prompt;pepsi-can1_instance_15;312;7;319
repair_prompt;pepsi-can1_instance_15;298;20;318
repair_recurse_prompt;pepsi-can1_instance_15;312;6;318
repair_recurse_prompt;pepsi-can1_instance_15;315;3;318
repair_recurse_prompt;pepsi-can1_instance_15;316;1;317
repair_recurse_prompt;pepsi-can1_instance_15;316;2;318
repair_recurse_prompt;pepsi-can1_instance_15;316;2;318
repair_prompt;pepsi-can1_instance_15;294;19;313
repair_recurse_prompt;pepsi-can1_instance_15;311;3;314
repair_recurse_prompt;pepsi-can1_instance_15;312;2;314
repair_recurse_prompt;pepsi-can1_instance_15;312;2;314
selection_prompt;pepsi-can1_instance_15;177;1;178
initial_prompt;paper-plate1_instance_18;245;17;262
recurse_prompt;paper-plate1_instance_18;257;5;262
recurse_prompt;paper-plate1_instance_18;257;7;264
recurse_prompt;paper-plate1_instance_18;258;4;262
recurse_prompt;paper-plate1_instance_18;258;6;264
recurse_prompt;paper-plate1_instance_18;258;6;264
recurse_prompt;paper-plate1_instance_18;261;2;263
recurse_prompt;paper-plate1_instance_18;261;2;263
repair_prompt;paper-plate1_instance_18;301;12;313
repair_prompt;paper-plate1_instance_18;302;12;314
repair_prompt;paper-plate1_instance_18;302;12;314
repair_prompt;paper-plate1_instance_18;295;19;314
repair_recurse_prompt;paper-plate1_instance_18;307;5;312
repair_recurse_prompt;paper-plate1_instance_18;307;9;316
repair_prompt;paper-plate1_instance_18;294;19;313
repair_recurse_prompt;paper-plate1_instance_18;306;7;313
repair_prompt;paper-plate1_instance_18;294;17;311
repair_recurse_prompt;paper-plate1_instance_18;309;3;312
repair_recurse_prompt;paper-plate1_instance_18;310;2;312
repair_recurse_prompt;paper-plate1_instance_18;310;2;312
repair_prompt;paper-plate1_instance_18;290;17;307
repair_recurse_prompt;paper-plate1_instance_18;305;3;308
repair_recurse_prompt;paper-plate1_instance_18;305;2;307
repair_recurse_prompt;paper-plate1_instance_18;306;2;308
repair_recurse_prompt;paper-plate1_instance_18;306;2;308
selection_prompt;paper-plate1_instance_18;156;1;157
initial_prompt;plastic-fork1_instance_19;245;17;262
recurse_prompt;plastic-fork1_instance_19;257;5;262
recurse_prompt;plastic-fork1_instance_19;262;2;264
recurse_prompt;plastic-fork1_instance_19;262;0;262
recurse_prompt;plastic-fork1_instance_19;262;0;262
recurse_prompt;plastic-fork1_instance_19;257;5;262
recurse_prompt;plastic-fork1_instance_19;258;6;264
recurse_prompt;plastic-fork1_instance_19;257;7;264
recurse_prompt;plastic-fork1_instance_19;258;6;264
repair_prompt;plastic-fork1_instance_19;302;12;314
repair_prompt;plastic-fork1_instance_19;302;12;314
repair_prompt;plastic-fork1_instance_19;307;12;319
selection_prompt;plastic-fork1_instance_19;176;1;177
initial_prompt;plastic-cup1_instance_20;245;19;264
recurse_prompt;plastic-cup1_instance_20;257;5;262
recurse_prompt;plastic-cup1_instance_20;258;6;264
recurse_prompt;plastic-cup1_instance_20;258;6;264
recurse_prompt;plastic-cup1_instance_20;261;2;263
recurse_prompt;plastic-cup1_instance_20;261;2;263
recurse_prompt;plastic-cup1_instance_20;257;8;265
recurse_prompt;plastic-cup1_instance_20;264;0;264
recurse_prompt;plastic-cup1_instance_20;264;0;264
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;264;2;266
repair_prompt;plastic-cup1_instance_20;302;12;314
repair_prompt;plastic-cup1_instance_20;302;12;314
repair_prompt;plastic-cup1_instance_20;297;19;316
repair_prompt;plastic-cup1_instance_20;295;19;314
repair_recurse_prompt;plastic-cup1_instance_20;307;9;316
repair_prompt;plastic-cup1_instance_20;294;19;313
repair_recurse_prompt;plastic-cup1_instance_20;306;7;313
repair_prompt;plastic-cup1_instance_20;294;18;312
repair_recurse_prompt;plastic-cup1_instance_20;306;6;312
repair_recurse_prompt;plastic-cup1_instance_20;309;3;312
selection_prompt;plastic-cup1_instance_20;161;1;162
initial_prompt;bottle-opener1_instance_25;246;18;264
recurse_prompt;bottle-opener1_instance_25;252;12;264
initial_prompt;ceramic-plate1_instance_27;245;20;265
recurse_prompt;ceramic-plate1_instance_27;257;7;264
recurse_prompt;ceramic-plate1_instance_27;257;9;266
recurse_prompt;ceramic-plate1_instance_27;260;2;262
recurse_prompt;ceramic-plate1_instance_27;262;0;262
recurse_prompt;ceramic-plate1_instance_27;262;0;262
recurse_prompt;ceramic-plate1_instance_27;264;0;264
recurse_prompt;ceramic-plate1_instance_27;264;0;264
recurse_prompt;ceramic-plate1_instance_27;264;0;264
repair_prompt;ceramic-plate1_instance_27;302;12;314
repair_prompt;ceramic-plate1_instance_27;292;18;310
repair_recurse_prompt;ceramic-plate1_instance_27;309;0;309
repair_prompt;ceramic-plate1_instance_27;297;19;316
selection_prompt;ceramic-plate1_instance_27;181;1;182
initial_prompt;glass-tumbler1_instance_29;247;22;269
recurse_prompt;glass-tumbler1_instance_29;253;14;267
recurse_prompt;glass-tumbler1_instance_29;259;7;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;261;7;268
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;268;2;270
recurse_prompt;glass-tumbler1_instance_29;261;7;268
recurse_prompt;glass-tumbler1_instance_29;268;0;268
recurse_prompt;glass-tumbler1_instance_29;268;0;268
repair_prompt;glass-tumbler1_instance_29;306;14;320
repair_prompt;glass-tumbler1_instance_29;301;21;322
selection_prompt;glass-tumbler1_instance_29;171;1;172
initial_prompt;cereal-box1_instance_37;245;18;263
recurse_prompt;cereal-box1_instance_37;256;7;263
selection_prompt;cereal-box1_instance_37;147;1;148
initial_prompt;pop-tart-box1_instance_39;248;20;268
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;5;268
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;267;2;269
recurse_prompt;pop-tart-box1_instance_39;267;2;269
repair_prompt;pop-tart-box1_instance_39;308;15;323
repair_prompt;pop-tart-box1_instance_39;313;15;328
repair_prompt;pop-tart-box1_instance_39;301;22;323
repair_recurse_prompt;pop-tart-box1_instance_39;316;5;321
repair_prompt;pop-tart-box1_instance_39;300;20;320
repair_recurse_prompt;pop-tart-box1_instance_39;315;6;321
repair_recurse_prompt;pop-tart-box1_instance_39;318;3;321
repair_recurse_prompt;pop-tart-box1_instance_39;319;2;321
repair_recurse_prompt;pop-tart-box1_instance_39;319;2;321
repair_prompt;pop-tart-box1_instance_39;296;20;316
repair_recurse_prompt;pop-tart-box1_instance_39;311;6;317
repair_recurse_prompt;pop-tart-box1_instance_39;314;3;317
repair_recurse_prompt;pop-tart-box1_instance_39;315;2;317
repair_recurse_prompt;pop-tart-box1_instance_39;315;2;317
selection_prompt;pop-tart-box1_instance_39;240;1;241
initial_prompt;milk1_instance_42;243;15;258
initial_prompt;ketchup1_instance_44;244;16;260
recurse_prompt;ketchup1_instance_44;249;8;257
recurse_prompt;ketchup1_instance_44;249;7;256
repair_prompt;ketchup1_instance_44;289;12;301
repair_prompt;ketchup1_instance_44;282;12;294
initial_prompt;apple-juice1_instance_46;246;18;264
recurse_prompt;apple-juice1_instance_46;251;19;270
recurse_prompt;apple-juice1_instance_46;263;2;265
recurse_prompt;apple-juice1_instance_46;263;2;265
repair_prompt;apple-juice1_instance_46;305;25;330
repair_recurse_prompt;apple-juice1_instance_46;329;0;329
repair_recurse_prompt;apple-juice1_instance_46;329;0;329
repair_prompt;apple-juice1_instance_46;302;24;326
repair_prompt;apple-juice1_instance_46;295;14;309
repair_recurse_prompt;apple-juice1_instance_46;303;6;309
repair_prompt;apple-juice1_instance_46;300;19;319
repair_prompt;apple-juice1_instance_46;293;14;307
repair_prompt;apple-juice1_instance_46;286;14;300
initial_prompt;coke-can1_instance_14;246;15;261
recurse_prompt;coke-can1_instance_14;252;12;264
recurse_prompt;coke-can1_instance_14;259;5;264
recurse_prompt;coke-can1_instance_14;259;7;266
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;264;2;266
recurse_prompt;coke-can1_instance_14;256;5;261
recurse_prompt;coke-can1_instance_14;256;6;262
recurse_prompt;coke-can1_instance_14;260;3;263
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;261;2;263
repair_prompt;coke-can1_instance_14;303;13;316
repair_prompt;coke-can1_instance_14;305;14;319
repair_prompt;coke-can1_instance_14;304;14;318
repair_prompt;coke-can1_instance_14;304;13;317
repair_prompt;coke-can1_instance_14;309;13;322
repair_prompt;coke-can1_instance_14;296;19;315
repair_recurse_prompt;coke-can1_instance_14;309;6;315
repair_recurse_prompt;coke-can1_instance_14;312;3;315
repair_recurse_prompt;coke-can1_instance_14;313;1;314
repair_recurse_prompt;coke-can1_instance_14;313;2;315
repair_recurse_prompt;coke-can1_instance_14;313;2;315
repair_prompt;coke-can1_instance_14;292;18;310
repair_recurse_prompt;coke-can1_instance_14;308;3;311
repair_recurse_prompt;coke-can1_instance_14;309;2;311
repair_recurse_prompt;coke-can1_instance_14;309;2;311
selection_prompt;coke-can1_instance_14;152;1;153
initial_prompt;newspaper1_instance_16;243;17;260
recurse_prompt;newspaper1_instance_16;253;5;258
recurse_prompt;newspaper1_instance_16;254;6;260
recurse_prompt;newspaper1_instance_16;257;2;259
recurse_prompt;newspaper1_instance_16;257;2;259
repair_prompt;newspaper1_instance_16;299;11;310
repair_prompt;newspaper1_instance_16;298;11;309
repair_prompt;newspaper1_instance_16;298;10;308
selection_prompt;newspaper1_instance_16;134;1;135
initial_prompt;apple-core1_instance_17;245;17;262
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;4;262
recurse_prompt;apple-core1_instance_17;258;6;264
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;6;264
repair_prompt;apple-core1_instance_17;301;12;313
repair_prompt;apple-core1_instance_17;302;12;314
repair_prompt;apple-core1_instance_17;307;12;319
repair_prompt;apple-core1_instance_17;295;19;314
repair_recurse_prompt;apple-core1_instance_17;307;5;312
repair_recurse_prompt;apple-core1_instance_17;307;9;316
repair_prompt;apple-core1_instance_17;294;19;313
repair_recurse_prompt;apple-core1_instance_17;306;7;313
selection_prompt;apple-core1_instance_17;151;1;152
initial_prompt;paper-cup1_instance_21;245;17;262
recurse_prompt;paper-cup1_instance_21;257;5;262
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;262;2;264
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;261;2;263
recurse_prompt;paper-cup1_instance_21;261;2;263
repair_prompt;paper-cup1_instance_21;302;12;314
repair_prompt;paper-cup1_instance_21;302;12;314
repair_prompt;paper-cup1_instance_21;307;12;319
repair_prompt;paper-cup1_instance_21;294;17;311
repair_recurse_prompt;paper-cup1_instance_21;309;3;312
repair_recurse_prompt;paper-cup1_instance_21;310;2;312
repair_recurse_prompt;paper-cup1_instance_21;310;2;312
repair_prompt;paper-cup1_instance_21;290;17;307
repair_recurse_prompt;paper-cup1_instance_21;302;6;308
repair_recurse_prompt;paper-cup1_instance_21;305;3;308
repair_recurse_prompt;paper-cup1_instance_21;305;2;307
repair_recurse_prompt;paper-cup1_instance_21;306;2;308
repair_recurse_prompt;paper-cup1_instance_21;306;2;308
selection_prompt;paper-cup1_instance_21;141;1;142
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;plate1_instance_28;243;18;261
recurse_prompt;plate1_instance_28;253;7;260
recurse_prompt;plate1_instance_28;256;2;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;260;0;260
recurse_prompt;plate1_instance_28;260;0;260
repair_prompt;plate1_instance_28;298;10;308
repair_prompt;plate1_instance_28;288;15;303
repair_recurse_prompt;plate1_instance_28;303;1;304
selection_prompt;plate1_instance_28;138;1;139
initial_prompt;steak-knife1_instance_30;245;17;262
recurse_prompt;steak-knife1_instance_30;257;8;265
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
repair_prompt;steak-knife1_instance_30;294;20;314
repair_recurse_prompt;steak-knife1_instance_30;313;0;313
selection_prompt;steak-knife1_instance_30;155;1;156
initial_prompt;mug1_instance_31;243;18;261
recurse_prompt;mug1_instance_31;260;0;260
initial_prompt;coffee-grinder1_instance_36;246;20;266
recurse_prompt;coffee-grinder1_instance_36;259;5;264
recurse_prompt;coffee-grinder1_instance_36;259;5;264
repair_prompt;coffee-grinder1_instance_36;296;18;314
repair_recurse_prompt;coffee-grinder1_instance_36;307;7;314
selection_prompt;coffee-grinder1_instance_36;166;1;167
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
recurse_prompt;box-of-aluminum-foil1_instance_38;269;7;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
repair_prompt;box-of-aluminum-foil1_instance_38;306;23;329
repair_recurse_prompt;box-of-aluminum-foil1_instance_38;324;7;331
repair_recurse_prompt;box-of-aluminum-foil1_instance_38;324;5;329
repair_prompt;box-of-aluminum-foil1_instance_38;301;18;319
repair_recurse_prompt;box-of-aluminum-foil1_instance_38;319;1;320
repair_recurse_prompt;box-of-aluminum-foil1_instance_38;319;0;319
repair_recurse_prompt;box-of-aluminum-foil1_instance_38;319;1;320
selection_prompt;box-of-aluminum-foil1_instance_38;281;1;282
initial_prompt;granola-bars1_instance_40;246;20;266
recurse_prompt;granola-bars1_instance_40;259;7;266
recurse_prompt;granola-bars1_instance_40;263;2;265
selection_prompt;granola-bars1_instance_40;166;1;167
initial_prompt;crackers1_instance_41;244;18;262
recurse_prompt;crackers1_instance_41;255;7;262
selection_prompt;crackers1_instance_41;143;1;144
initial_prompt;half-and-half1_instance_43;247;19;266
recurse_prompt;half-and-half1_instance_43;252;11;263
recurse_prompt;half-and-half1_instance_43;259;6;265
recurse_prompt;half-and-half1_instance_43;259;5;264
recurse_prompt;half-and-half1_instance_43;261;5;266
selection_prompt;half-and-half1_instance_43;151;1;152
initial_prompt;jar-of-salsa1_instance_45;248;20;268
selection_prompt;jar-of-salsa1_instance_45;150;1;151
initial_prompt;paring-knife1_instance_22;247;18;265
recurse_prompt;paring-knife1_instance_22;253;9;262
recurse_prompt;paring-knife1_instance_22;260;7;267
recurse_prompt;paring-knife1_instance_22;264;3;267
selection_prompt;paring-knife1_instance_22;156;1;157
initial_prompt;metal-fork1_instance_23;246;17;263
recurse_prompt;metal-fork1_instance_23;252;12;264
recurse_prompt;metal-fork1_instance_23;252;11;263
recurse_prompt;metal-fork1_instance_23;252;9;261
recurse_prompt;metal-fork1_instance_23;258;8;266
recurse_prompt;metal-fork1_instance_23;265;0;265
recurse_prompt;metal-fork1_instance_23;265;0;265
repair_prompt;metal-fork1_instance_23;303;12;315
repair_prompt;metal-fork1_instance_23;294;12;306
selection_prompt;metal-fork1_instance_23;183;1;184
initial_prompt;steak-knife1_instance_24;246;17;263
selection_prompt;steak-knife1_instance_24;152;1;153
initial_prompt;mug1_instance_32;244;18;262
recurse_prompt;mug1_instance_32;254;7;261
recurse_prompt;mug1_instance_32;258;3;261
recurse_prompt;mug1_instance_32;254;5;259
recurse_prompt;mug1_instance_32;255;6;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;3;264
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
repair_prompt;mug1_instance_32;300;11;311
repair_prompt;mug1_instance_32;300;11;311
repair_prompt;mug1_instance_32;306;11;317
repair_recurse_prompt;mug1_instance_32;316;1;317
repair_prompt;mug1_instance_32;291;17;308
repair_recurse_prompt;mug1_instance_32;301;7;308
repair_recurse_prompt;mug1_instance_32;301;5;306
repair_recurse_prompt;mug1_instance_32;306;0;306
repair_recurse_prompt;mug1_instance_32;306;0;306
repair_prompt;mug1_instance_32;291;18;309
repair_recurse_prompt;mug1_instance_32;308;0;308
repair_recurse_prompt;mug1_instance_32;308;0;308
selection_prompt;mug1_instance_32;203;1;204
initial_prompt;glass-tumbler1_instance_33;248;21;269
recurse_prompt;glass-tumbler1_instance_33;254;13;267
recurse_prompt;glass-tumbler1_instance_33;260;8;268
recurse_prompt;glass-tumbler1_instance_33;260;5;265
recurse_prompt;glass-tumbler1_instance_33;262;10;272
recurse_prompt;glass-tumbler1_instance_33;263;7;270
recurse_prompt;glass-tumbler1_instance_33;263;6;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;271;1;272
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;262;5;267
repair_prompt;glass-tumbler1_instance_33;314;15;329
repair_prompt;glass-tumbler1_instance_33;308;15;323
repair_prompt;glass-tumbler1_instance_33;314;15;329
repair_recurse_prompt;glass-tumbler1_instance_33;329;0;329
repair_prompt;glass-tumbler1_instance_33;313;15;328
repair_prompt;glass-tumbler1_instance_33;299;23;322
repair_recurse_prompt;glass-tumbler1_instance_33;313;7;320
repair_recurse_prompt;glass-tumbler1_instance_33;313;5;318
repair_recurse_prompt;glass-tumbler1_instance_33;313;5;318
repair_recurse_prompt;glass-tumbler1_instance_33;313;5;318
repair_recurse_prompt;glass-tumbler1_instance_33;320;0;320
repair_prompt;glass-tumbler1_instance_33;303;14;317
repair_prompt;glass-tumbler1_instance_33;302;24;326
repair_recurse_prompt;glass-tumbler1_instance_33;317;6;323
repair_prompt;glass-tumbler1_instance_33;294;14;308
repair_recurse_prompt;glass-tumbler1_instance_33;308;1;309
repair_prompt;glass-tumbler1_instance_33;303;23;326
repair_recurse_prompt;glass-tumbler1_instance_33;324;2;326
repair_recurse_prompt;glass-tumbler1_instance_33;324;2;326
repair_prompt;glass-tumbler1_instance_33;309;15;324
repair_prompt;glass-tumbler1_instance_33;309;15;324
repair_prompt;glass-tumbler1_instance_33;301;23;324
repair_recurse_prompt;glass-tumbler1_instance_33;322;4;326
selection_prompt;glass-tumbler1_instance_33;222;1;223
initial_prompt;ceramic-plate1_instance_34;246;19;265
recurse_prompt;ceramic-plate1_instance_34;258;8;266
recurse_prompt;ceramic-plate1_instance_34;259;9;268
recurse_prompt;ceramic-plate1_instance_34;259;6;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;258;5;263
repair_prompt;ceramic-plate1_instance_34;310;13;323
repair_recurse_prompt;ceramic-plate1_instance_34;322;1;323
repair_prompt;ceramic-plate1_instance_34;295;20;315
repair_recurse_prompt;ceramic-plate1_instance_34;307;7;314
repair_recurse_prompt;ceramic-plate1_instance_34;307;5;312
repair_recurse_prompt;ceramic-plate1_instance_34;314;0;314
repair_recurse_prompt;ceramic-plate1_instance_34;314;0;314
repair_prompt;ceramic-plate1_instance_34;298;22;320
repair_recurse_prompt;ceramic-plate1_instance_34;310;9;319
repair_recurse_prompt;ceramic-plate1_instance_34;310;7;317
repair_recurse_prompt;ceramic-plate1_instance_34;311;7;318
repair_recurse_prompt;ceramic-plate1_instance_34;311;6;317
repair_recurse_prompt;ceramic-plate1_instance_34;317;0;317
repair_prompt;ceramic-plate1_instance_34;300;13;313
repair_prompt;ceramic-plate1_instance_34;290;12;302
repair_recurse_prompt;ceramic-plate1_instance_34;302;1;303
repair_prompt;ceramic-plate1_instance_34;297;21;318
repair_recurse_prompt;ceramic-plate1_instance_34;316;4;320
repair_recurse_prompt;ceramic-plate1_instance_34;316;2;318
repair_recurse_prompt;ceramic-plate1_instance_34;316;2;318
repair_prompt;ceramic-plate1_instance_34;294;19;313
selection_prompt;ceramic-plate1_instance_34;219;1;220
initial_prompt;ceramic-bowl1_instance_35;246;19;265
recurse_prompt;ceramic-bowl1_instance_35;258;10;268
recurse_prompt;ceramic-bowl1_instance_35;259;7;266
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;1;268
recurse_prompt;ceramic-bowl1_instance_35;258;5;263
repair_prompt;ceramic-bowl1_instance_35;310;13;323
repair_recurse_prompt;ceramic-bowl1_instance_35;322;1;323
repair_prompt;ceramic-bowl1_instance_35;304;13;317
repair_prompt;ceramic-bowl1_instance_35;309;13;322
repair_recurse_prompt;ceramic-bowl1_instance_35;321;0;321
repair_prompt;ceramic-bowl1_instance_35;310;13;323
repair_recurse_prompt;ceramic-bowl1_instance_35;323;0;323
repair_prompt;ceramic-bowl1_instance_35;309;13;322
repair_prompt;ceramic-bowl1_instance_35;295;17;312
repair_recurse_prompt;ceramic-bowl1_instance_35;307;7;314
repair_recurse_prompt;ceramic-bowl1_instance_35;310;2;312
repair_recurse_prompt;ceramic-bowl1_instance_35;312;2;314
repair_recurse_prompt;ceramic-bowl1_instance_35;312;0;312
repair_prompt;ceramic-bowl1_instance_35;299;12;311
repair_prompt;ceramic-bowl1_instance_35;290;12;302
repair_recurse_prompt;ceramic-bowl1_instance_35;302;1;303
repair_prompt;ceramic-bowl1_instance_35;299;21;320
repair_recurse_prompt;ceramic-bowl1_instance_35;318;2;320
repair_recurse_prompt;ceramic-bowl1_instance_35;318;2;320
repair_recurse_prompt;ceramic-bowl1_instance_35;318;3;321
repair_prompt;ceramic-bowl1_instance_35;305;13;318
repair_prompt;ceramic-bowl1_instance_35;305;13;318
repair_prompt;ceramic-bowl1_instance_35;306;13;319
repair_prompt;ceramic-bowl1_instance_35;289;17;306
repair_recurse_prompt;ceramic-bowl1_instance_35;306;1;307
selection_prompt;ceramic-bowl1_instance_35;164;1;165
