data type;object handle;response;prompt type
retrieved_response;paper-coffee-cup1_instance_11;the goal is that the paper-coffee-cup is in the trash and the trash is in the correct place;repair_prompt
retrieved_response;paper-coffee-cup1_instance_11;the goal is that the paper-coffee-cup is in the trash and the trash is in the right place;repair_recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the pencil cup;recurse_prompt_end_branch
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the pencil holder on the desk;recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the pencil cup on the desk;recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the pencil cup and the pencil cup is on the desk;recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the desk drawer and the desk drawer is closed;recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the drawer and the drawer is closed;recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the desk drawer and the drawer is closed;initial_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the cup on the desk;repair_recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the mug on the desk;repair_recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the desk drawer;repair_recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the drawer;repair_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is on the desk;repair_recurse_prompt
retrieved_response;pencil1_instance_12;the goal is that the pencil is in the pen holder on the desk;repair_recurse_prompt
retrieved_response;folder1_instance_13;the goal is that the folder is in the filing cabinet and the cabinet is closed;recurse_prompt
retrieved_response;folder1_instance_13;the goal is that the folder is in the filing cabinet and the drawer is closed;recurse_prompt
retrieved_response;folder1_instance_13;the goal is that the folder is in the filing cabinet and the filing cabinet is closed;recurse_prompt
retrieved_response;folder1_instance_13;the goal is that the folder is in the desk drawer and the drawer is closed;recurse_prompt
retrieved_response;folder1_instance_13;the goal is that the folder is in the drawer and the drawer is closed;initial_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the bookshelf;recurse_prompt_end_branch
retrieved_response;book1_instance_14;the goal is that the book is in the bookshelf and the bookshelf is closed;recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is on the shelf;initial_prompt_end_branch
retrieved_response;book1_instance_14;the goal is that the book is on the shelf and the shelf is organized;recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is on the shelf and the shelf is closed;initial_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the closet and the closet is closed;repair_prompt
retrieved_response;book1_instance_14;the goal is that the book is on the desk and the desk is clean;repair_recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the box and the box is closed;repair_recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the closet;repair_prompt_end_branch
retrieved_response;book1_instance_14;the goal is that the book is on the shelf and the shelf is tidy;repair_prompt
retrieved_response;book1_instance_14;the goal is that the book is on the shelf and the shelf is neat;repair_recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is on the shelf and the shelf is clean;repair_recurse_prompt
retrieved_response;book1_instance_14;the goal is that the book is in the cabinet and the cabinet is closed;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is in its place;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the desk is clean;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket;recurse_prompt_end_branch
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is in the correct place;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is in the closet;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is closed;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is in the office;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash and the trash is closed;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastebasket and the wastebasket is under the desk;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is closed;initial_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the wastepaper basket and the wastepaper basket is closed;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the garbage can and the garbage can is closed;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is under the desk;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the office;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the garbage can and the garbage can is in the office;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the closet;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the garbage can;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the correct place;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the right place;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the proper place;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in the correct location;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the trash can is in its place;repair_recurse_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can;repair_prompt
retrieved_response;tissue1_instance_15;the goal is that the tissue is in the trash can and the desk is clean;repair_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the trash and the office is tidy;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the recycling bin and the desk is clear;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the recycling bin and the desk is clean;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the trash and the desk is clean;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the recycling bin;initial_prompt_end_branch
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the trash and the trash is closed;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the trash and the office is clean;recurse_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the recycling bin and the recycling bin is closed;initial_prompt
retrieved_response;sprite-can1_instance_16;the goal is that the sprite-can is in the trash;repair_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf;recurse_prompt_end_branch
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf;initial_prompt_end_branch
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf and the shelf is organized;recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is closed;recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is in the drawer and the drawer is closed;recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf and the shelf is closed;initial_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the desk;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is in the closet and the closet is closed;repair_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the desk and the desk is clean;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is in the closet;repair_prompt_end_branch
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is organized;repair_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is shut;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is open;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is empty;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is tidy;repair_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is neat;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the bookshelf and the bookshelf is clean;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf and the shelf is tidy;repair_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf and the shelf is neat;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is on the shelf and the shelf is clean;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is in the cabinet and the cabinet is closed;repair_recurse_prompt
retrieved_response;dictionary1_instance_17;the goal is that the dictionary is in the drawer;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf;recurse_prompt_end_branch
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the desk is clear;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf and the shelf is organized;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf and the shelf is closed;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the bookshelf is organized;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf and the shelf is closed;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf and the shelf is organized;initial_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the bookshelf and the bookshelf is closed;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the bookshelf is closed;recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the bookshelf;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the box and the box is closed;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the closet and the closet is closed;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the desk and the desk is clean;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the closet;repair_prompt_end_branch
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf;repair_prompt_end_branch
retrieved_response;novel1_instance_18;the goal is that the book is in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is in the closet and the closet is closed;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the desk and the desk is clean;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is in the box and the box is closed;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is in the closet;repair_prompt_end_branch
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the book is in the cabinet and the cabinet is closed;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is in the cabinet and the cabinet is closed;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf and the shelf is tidy;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf and the shelf is neat;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the shelf and the shelf is clean;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the bookshelf is tidy;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the bookshelf is neat;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the novel is on the bookshelf and the bookshelf is clean;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf and the shelf is tidy;repair_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf and the shelf is neat;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the shelf and the shelf is clean;repair_recurse_prompt
retrieved_response;novel1_instance_18;the goal is that the book is on the bookshelf;repair_recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash can;recurse_prompt_end_branch
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash and the trash is closed;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycle bin and the desk is clean;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash;recurse_prompt_end_branch
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycle bin;recurse_prompt_end_branch
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycling bin and the desk is clear;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycling bin and the desk is clean;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycle bin and the recycle bin is closed;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycling bin;initial_prompt_end_branch
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the recycling bin and the recycling bin is closed;initial_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the garbage can and the garbage can is closed;repair_recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the wastebasket and the wastebasket is closed;repair_recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the wastepaper basket and the wastepaper basket is closed;repair_recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash bin and the trash bin is closed;repair_recurse_prompt
retrieved_response;plastic-water-bottle1_instance_19;the goal is that the plastic-water-bottle is in the trash can and the desk is clean;repair_prompt
retrieved_response;stapler1_instance_8;the goal is that the stapler is in the desk drawer;initial_prompt_end_branch
retrieved_response;stapler1_instance_8;the goal is that the stapler is in the desk drawer and the desk drawer is closed;recurse_prompt
retrieved_response;stapler1_instance_8;the goal is that the stapler is in the desk drawer and the drawer is closed;initial_prompt
retrieved_response;stapler1_instance_8;the goal is that the stapler is in the drawer and the drawer is closed;recurse_prompt
retrieved_response;file1_instance_9;the goal is that the file is in the filing cabinet and the desk is clear;recurse_prompt
retrieved_response;file1_instance_9;the goal is that the file is in the filing cabinet and the cabinet is closed;recurse_prompt
retrieved_response;file1_instance_9;the goal is that the file is in the filing cabinet and the drawer is closed;recurse_prompt
retrieved_response;file1_instance_9;the goal is that the file is in the filing cabinet and the filing cabinet is closed;initial_prompt
retrieved_response;file1_instance_9;the goal is that the file is in the drawer and the drawer is closed;recurse_prompt
