prompt type;object handle;prompt tokens;completion tokens;total tokens
repair_recurse_prompt;pencil1_instance_12;297;1;298
repair_prompt;pencil1_instance_12;284;10;294
repair_recurse_prompt;pencil1_instance_12;294;4;298
repair_prompt;pencil1_instance_12;284;14;298
repair_recurse_prompt;pencil1_instance_12;294;0;294
repair_recurse_prompt;pencil1_instance_12;294;4;298
repair_recurse_prompt;pencil1_instance_12;294;1;295
repair_recurse_prompt;pencil1_instance_12;295;3;298
initial_prompt;folder1_instance_13;243;15;258
recurse_prompt;folder1_instance_13;253;6;259
recurse_prompt;folder1_instance_13;253;7;260
recurse_prompt;folder1_instance_13;257;2;259
recurse_prompt;folder1_instance_13;257;2;259
initial_prompt;book1_instance_14;243;15;258
recurse_prompt;book1_instance_14;251;11;262
recurse_prompt;book1_instance_14;258;0;258
repair_prompt;book1_instance_14;303;12;315
repair_prompt;book1_instance_14;290;15;305
repair_recurse_prompt;book1_instance_14;298;7;305
repair_recurse_prompt;book1_instance_14;300;5;305
repair_recurse_prompt;book1_instance_14;300;5;305
repair_prompt;book1_instance_14;285;10;295
repair_prompt;book1_instance_14;286;10;296
repair_prompt;book1_instance_14;288;15;303
repair_recurse_prompt;book1_instance_14;303;0;303
repair_recurse_prompt;book1_instance_14;303;0;303
repair_prompt;book1_instance_14;284;15;299
repair_prompt;book1_instance_14;279;10;289
repair_recurse_prompt;book1_instance_14;287;4;291
repair_prompt;book1_instance_14;284;15;299
repair_recurse_prompt;book1_instance_14;299;0;299
initial_prompt;tissue1_instance_15;243;17;260
recurse_prompt;tissue1_instance_15;253;11;264
recurse_prompt;tissue1_instance_15;258;2;260
recurse_prompt;tissue1_instance_15;262;2;264
recurse_prompt;tissue1_instance_15;262;0;262
recurse_prompt;tissue1_instance_15;263;1;264
recurse_prompt;tissue1_instance_15;264;0;264
recurse_prompt;tissue1_instance_15;264;1;265
recurse_prompt;tissue1_instance_15;254;4;258
recurse_prompt;tissue1_instance_15;254;6;260
repair_prompt;tissue1_instance_15;298;10;308
repair_prompt;tissue1_instance_15;291;17;308
repair_recurse_prompt;tissue1_instance_15;301;9;310
repair_recurse_prompt;tissue1_instance_15;301;7;308
repair_recurse_prompt;tissue1_instance_15;301;11;312
repair_recurse_prompt;tissue1_instance_15;302;4;306
repair_prompt;tissue1_instance_15;292;17;309
repair_recurse_prompt;tissue1_instance_15;302;9;311
repair_prompt;tissue1_instance_15;296;19;315
repair_prompt;tissue1_instance_15;294;17;311
repair_recurse_prompt;tissue1_instance_15;304;7;311
repair_prompt;tissue1_instance_15;296;19;315
repair_prompt;tissue1_instance_15;296;19;315
repair_prompt;tissue1_instance_15;288;19;307
repair_recurse_prompt;tissue1_instance_15;307;0;307
repair_recurse_prompt;tissue1_instance_15;307;1;308
repair_prompt;tissue1_instance_15;297;20;317
repair_prompt;tissue1_instance_15;289;20;309
repair_recurse_prompt;tissue1_instance_15;307;1;308
repair_recurse_prompt;tissue1_instance_15;308;1;309
repair_recurse_prompt;tissue1_instance_15;308;1;309
repair_prompt;tissue1_instance_15;287;11;298
repair_prompt;tissue1_instance_15;292;16;308
repair_prompt;tissue1_instance_15;296;19;315
initial_prompt;sprite-can1_instance_16;245;19;264
recurse_prompt;sprite-can1_instance_16;257;5;262
recurse_prompt;sprite-can1_instance_16;260;2;262
recurse_prompt;sprite-can1_instance_16;260;2;262
recurse_prompt;sprite-can1_instance_16;262;0;262
recurse_prompt;sprite-can1_instance_16;261;2;263
recurse_prompt;sprite-can1_instance_16;263;0;263
repair_prompt;sprite-can1_instance_16;303;13;316
repair_prompt;sprite-can1_instance_16;302;12;314
initial_prompt;dictionary1_instance_17;243;15;258
recurse_prompt;dictionary1_instance_17;251;7;258
recurse_prompt;dictionary1_instance_17;253;9;262
recurse_prompt;dictionary1_instance_17;258;0;258
repair_prompt;dictionary1_instance_17;293;12;305
repair_recurse_prompt;dictionary1_instance_17;303;0;303
repair_recurse_prompt;dictionary1_instance_17;303;0;303
repair_prompt;dictionary1_instance_17;290;15;305
repair_recurse_prompt;dictionary1_instance_17;298;7;305
repair_recurse_prompt;dictionary1_instance_17;300;5;305
repair_prompt;dictionary1_instance_17;285;10;295
repair_prompt;dictionary1_instance_17;300;19;319
repair_recurse_prompt;dictionary1_instance_17;319;0;319
repair_recurse_prompt;dictionary1_instance_17;319;0;319
repair_recurse_prompt;dictionary1_instance_17;319;0;319
repair_prompt;dictionary1_instance_17;288;19;307
repair_recurse_prompt;dictionary1_instance_17;307;0;307
repair_recurse_prompt;dictionary1_instance_17;307;0;307
repair_prompt;dictionary1_instance_17;288;19;307
repair_prompt;dictionary1_instance_17;288;15;303
repair_recurse_prompt;dictionary1_instance_17;303;0;303
repair_recurse_prompt;dictionary1_instance_17;303;0;303
repair_prompt;dictionary1_instance_17;284;15;299
repair_recurse_prompt;dictionary1_instance_17;299;0;299
repair_prompt;dictionary1_instance_17;284;15;299
repair_recurse_prompt;dictionary1_instance_17;294;5;299
repair_prompt;dictionary1_instance_17;279;10;289
repair_recurse_prompt;dictionary1_instance_17;287;2;289
repair_recurse_prompt;dictionary1_instance_17;289;2;291
initial_prompt;novel1_instance_18;243;19;262
recurse_prompt;novel1_instance_18;249;9;258
recurse_prompt;novel1_instance_18;258;0;258
recurse_prompt;novel1_instance_18;251;11;262
recurse_prompt;novel1_instance_18;253;5;258
recurse_prompt;novel1_instance_18;258;0;258
recurse_prompt;novel1_instance_18;258;2;260
recurse_prompt;novel1_instance_18;262;0;262
repair_prompt;novel1_instance_18;303;12;315
repair_prompt;novel1_instance_18;293;12;305
repair_prompt;novel1_instance_18;290;15;305
repair_recurse_prompt;novel1_instance_18;298;7;305
repair_recurse_prompt;novel1_instance_18;300;5;305
repair_recurse_prompt;novel1_instance_18;300;5;305
repair_prompt;novel1_instance_18;286;15;301
repair_prompt;novel1_instance_18;290;15;305
repair_recurse_prompt;novel1_instance_18;298;7;305
repair_recurse_prompt;novel1_instance_18;300;5;305
repair_recurse_prompt;novel1_instance_18;300;5;305
repair_prompt;novel1_instance_18;286;10;296
repair_prompt;novel1_instance_18;284;15;299
repair_prompt;novel1_instance_18;303;12;315
repair_prompt;novel1_instance_18;288;15;303
repair_recurse_prompt;novel1_instance_18;303;0;303
repair_recurse_prompt;novel1_instance_18;303;0;303
repair_prompt;novel1_instance_18;284;15;299
repair_recurse_prompt;novel1_instance_18;299;0;299
repair_prompt;novel1_instance_18;284;15;299
repair_prompt;novel1_instance_18;288;15;303
repair_recurse_prompt;novel1_instance_18;303;0;303
repair_recurse_prompt;novel1_instance_18;303;0;303
repair_prompt;novel1_instance_18;284;15;299
repair_recurse_prompt;novel1_instance_18;299;0;299
repair_prompt;novel1_instance_18;292;19;311
repair_recurse_prompt;novel1_instance_18;311;0;311
repair_recurse_prompt;novel1_instance_18;311;0;311
repair_prompt;novel1_instance_18;288;19;307
repair_recurse_prompt;novel1_instance_18;307;0;307
repair_prompt;novel1_instance_18;279;10;289
repair_recurse_prompt;novel1_instance_18;289;2;291
repair_prompt;novel1_instance_18;279;12;291
repair_recurse_prompt;novel1_instance_18;289;0;289
initial_prompt;plastic-water-bottle1_instance_19;248;22;270
recurse_prompt;plastic-water-bottle1_instance_19;263;7;270
recurse_prompt;plastic-water-bottle1_instance_19;264;4;268
recurse_prompt;plastic-water-bottle1_instance_19;264;6;270
recurse_prompt;plastic-water-bottle1_instance_19;263;7;270
recurse_prompt;plastic-water-bottle1_instance_19;267;2;269
recurse_prompt;plastic-water-bottle1_instance_19;267;2;269
recurse_prompt;plastic-water-bottle1_instance_19;269;0;269
repair_prompt;plastic-water-bottle1_instance_19;309;16;325
repair_prompt;plastic-water-bottle1_instance_19;308;15;323
repair_prompt;plastic-water-bottle1_instance_19;300;22;322
repair_recurse_prompt;plastic-water-bottle1_instance_19;315;7;322
repair_recurse_prompt;plastic-water-bottle1_instance_19;315;7;322
repair_recurse_prompt;plastic-water-bottle1_instance_19;316;4;320
repair_recurse_prompt;plastic-water-bottle1_instance_19;316;6;322
repair_prompt;plastic-water-bottle1_instance_19;301;22;323
repair_recurse_prompt;plastic-water-bottle1_instance_19;316;9;325
repair_recurse_prompt;plastic-water-bottle1_instance_19;317;6;323
repair_prompt;plastic-water-bottle1_instance_19;300;22;322
repair_prompt;plastic-water-bottle1_instance_19;294;16;310
repair_prompt;plastic-water-bottle1_instance_19;299;21;320
initial_prompt;stapler1_instance_8;245;18;263
recurse_prompt;stapler1_instance_8;257;5;262
recurse_prompt;stapler1_instance_8;261;3;264
initial_prompt;file1_instance_9;243;15;258
recurse_prompt;file1_instance_9;253;7;260
recurse_prompt;file1_instance_9;257;2;259
recurse_prompt;file1_instance_9;257;2;259
recurse_prompt;file1_instance_9;257;2;259
