prompt type;object handle;prompt tokens;completion tokens;total tokens
initial_prompt;apple-juice1_instance_46;246;19;265
initial_prompt;coke-can1_instance_14;246;15;261
initial_prompt;coke-can1_instance_14;246;98;344
initial_prompt;coke-can1_instance_14;246;16;262
initial_prompt;newspaper1_instance_16;243;17;260
initial_prompt;newspaper1_instance_16;243;99;342
initial_prompt;newspaper1_instance_16;243;10;253
initial_prompt;apple-core1_instance_17;245;17;262
initial_prompt;apple-core1_instance_17;245;98;343
initial_prompt;paper-cup1_instance_21;245;17;262
initial_prompt;paper-cup1_instance_21;245;108;353
initial_prompt;paper-cup1_instance_21;245;19;264
initial_prompt;paper-cup1_instance_21;245;17;262
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;corkscrew1_instance_26;245;102;347
initial_prompt;corkscrew1_instance_26;245;13;258
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;plate1_instance_28;243;18;261
initial_prompt;plate1_instance_28;243;101;344
initial_prompt;plate1_instance_28;243;17;260
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;steak-knife1_instance_30;245;99;344
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;steak-knife1_instance_30;245;15;260
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;107;350
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;coffee-grinder1_instance_36;246;20;266
initial_prompt;coffee-grinder1_instance_36;246;116;362
initial_prompt;coffee-grinder1_instance_36;246;18;264
initial_prompt;coffee-grinder1_instance_36;246;18;264
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;143;394
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;granola-bars1_instance_40;246;20;266
initial_prompt;granola-bars1_instance_40;246;116;362
initial_prompt;granola-bars1_instance_40;246;18;264
initial_prompt;granola-bars1_instance_40;246;17;263
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;103;347
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;12;256
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;half-and-half1_instance_43;247;114;361
initial_prompt;half-and-half1_instance_43;247;21;268
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;half-and-half1_instance_43;247;17;264
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;111;359
initial_prompt;jar-of-salsa1_instance_45;248;15;263
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;15;263
initial_prompt;paring-knife1_instance_22;247;18;265
initial_prompt;paring-knife1_instance_22;247;99;346
initial_prompt;paring-knife1_instance_22;247;15;262
initial_prompt;paring-knife1_instance_22;247;17;264
initial_prompt;paring-knife1_instance_22;247;17;264
initial_prompt;paring-knife1_instance_22;247;17;264
initial_prompt;metal-fork1_instance_23;246;17;263
initial_prompt;metal-fork1_instance_23;246;91;337
initial_prompt;metal-fork1_instance_23;246;17;263
initial_prompt;metal-fork1_instance_23;246;21;267
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;103;349
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;18;264
initial_prompt;mug1_instance_32;244;18;262
initial_prompt;mug1_instance_32;244;94;338
initial_prompt;glass-tumbler1_instance_33;248;21;269
initial_prompt;glass-tumbler1_instance_33;248;111;359
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-plate1_instance_34;246;114;360
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-bowl1_instance_35;246;19;265
initial_prompt;ceramic-bowl1_instance_35;246;101;347
