prompt type;object handle;prompt tokens;completion tokens;total tokens
recurse_prompt;plastic-cup1_instance_20;261;2;263
recurse_prompt;plastic-cup1_instance_20;257;8;265
recurse_prompt;plastic-cup1_instance_20;264;0;264
recurse_prompt;plastic-cup1_instance_20;264;0;264
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;262;0;262
recurse_prompt;plastic-cup1_instance_20;264;2;266
initial_prompt;bottle-opener1_instance_25;246;18;264
recurse_prompt;bottle-opener1_instance_25;252;12;264
initial_prompt;ceramic-plate1_instance_27;245;20;265
recurse_prompt;ceramic-plate1_instance_27;257;7;264
recurse_prompt;ceramic-plate1_instance_27;257;9;266
recurse_prompt;ceramic-plate1_instance_27;260;2;262
recurse_prompt;ceramic-plate1_instance_27;262;0;262
recurse_prompt;ceramic-plate1_instance_27;262;0;262
recurse_prompt;ceramic-plate1_instance_27;264;0;264
recurse_prompt;ceramic-plate1_instance_27;264;0;264
recurse_prompt;ceramic-plate1_instance_27;264;0;264
initial_prompt;glass-tumbler1_instance_29;247;22;269
recurse_prompt;glass-tumbler1_instance_29;253;14;267
recurse_prompt;glass-tumbler1_instance_29;259;7;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;261;7;268
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;266;0;266
recurse_prompt;glass-tumbler1_instance_29;268;2;270
recurse_prompt;glass-tumbler1_instance_29;261;7;268
recurse_prompt;glass-tumbler1_instance_29;268;0;268
recurse_prompt;glass-tumbler1_instance_29;268;0;268
initial_prompt;cereal-box1_instance_37;245;19;264
recurse_prompt;cereal-box1_instance_37;257;7;264
initial_prompt;pop-tart-box1_instance_39;248;20;268
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;5;268
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;267;2;269
recurse_prompt;pop-tart-box1_instance_39;267;2;269
initial_prompt;milk1_instance_42;243;15;258
initial_prompt;ketchup1_instance_44;244;16;260
recurse_prompt;ketchup1_instance_44;249;8;257
recurse_prompt;ketchup1_instance_44;249;7;256
initial_prompt;apple-juice1_instance_46;246;18;264
initial_prompt;coke-can1_instance_14;246;15;261
recurse_prompt;coke-can1_instance_14;252;12;264
recurse_prompt;coke-can1_instance_14;259;5;264
recurse_prompt;coke-can1_instance_14;259;7;266
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;264;2;266
recurse_prompt;coke-can1_instance_14;256;5;261
recurse_prompt;coke-can1_instance_14;256;6;262
recurse_prompt;coke-can1_instance_14;260;3;263
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;261;2;263
initial_prompt;newspaper1_instance_16;243;17;260
recurse_prompt;newspaper1_instance_16;253;5;258
recurse_prompt;newspaper1_instance_16;254;6;260
recurse_prompt;newspaper1_instance_16;257;2;259
recurse_prompt;newspaper1_instance_16;257;2;259
initial_prompt;apple-core1_instance_17;245;17;262
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;4;262
recurse_prompt;apple-core1_instance_17;258;6;264
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;6;264
initial_prompt;paper-cup1_instance_21;245;17;262
recurse_prompt;paper-cup1_instance_21;257;5;262
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;262;2;264
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;261;2;263
recurse_prompt;paper-cup1_instance_21;261;2;263
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;plate1_instance_28;243;18;261
recurse_prompt;plate1_instance_28;253;7;260
recurse_prompt;plate1_instance_28;256;2;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;260;0;260
recurse_prompt;plate1_instance_28;260;0;260
initial_prompt;steak-knife1_instance_30;245;17;262
recurse_prompt;steak-knife1_instance_30;257;8;265
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
initial_prompt;mug1_instance_31;243;18;261
recurse_prompt;mug1_instance_31;260;0;260
initial_prompt;coffee-grinder1_instance_36;246;20;266
recurse_prompt;coffee-grinder1_instance_36;259;5;264
recurse_prompt;coffee-grinder1_instance_36;259;5;264
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
recurse_prompt;box-of-aluminum-foil1_instance_38;269;7;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
initial_prompt;granola-bars1_instance_40;246;20;266
recurse_prompt;granola-bars1_instance_40;259;7;266
recurse_prompt;granola-bars1_instance_40;263;2;265
initial_prompt;crackers1_instance_41;244;18;262
recurse_prompt;crackers1_instance_41;255;7;262
initial_prompt;half-and-half1_instance_43;247;19;266
recurse_prompt;half-and-half1_instance_43;252;11;263
recurse_prompt;half-and-half1_instance_43;259;6;265
recurse_prompt;half-and-half1_instance_43;259;5;264
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;paring-knife1_instance_22;247;18;265
recurse_prompt;paring-knife1_instance_22;253;9;262
recurse_prompt;paring-knife1_instance_22;260;7;267
recurse_prompt;paring-knife1_instance_22;264;3;267
initial_prompt;metal-fork1_instance_23;246;17;263
recurse_prompt;metal-fork1_instance_23;252;12;264
recurse_prompt;metal-fork1_instance_23;252;11;263
recurse_prompt;metal-fork1_instance_23;252;9;261
recurse_prompt;metal-fork1_instance_23;258;8;266
recurse_prompt;metal-fork1_instance_23;265;0;265
recurse_prompt;metal-fork1_instance_23;265;0;265
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;mug1_instance_32;244;18;262
recurse_prompt;mug1_instance_32;254;7;261
recurse_prompt;mug1_instance_32;258;3;261
recurse_prompt;mug1_instance_32;254;5;259
recurse_prompt;mug1_instance_32;255;6;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;3;264
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
initial_prompt;glass-tumbler1_instance_33;248;21;269
recurse_prompt;glass-tumbler1_instance_33;254;13;267
recurse_prompt;glass-tumbler1_instance_33;260;5;265
recurse_prompt;glass-tumbler1_instance_33;260;8;268
recurse_prompt;glass-tumbler1_instance_33;262;10;272
recurse_prompt;glass-tumbler1_instance_33;263;6;269
recurse_prompt;glass-tumbler1_instance_33;263;6;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;271;1;272
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;262;5;267
initial_prompt;ceramic-plate1_instance_34;246;19;265
recurse_prompt;ceramic-plate1_instance_34;258;8;266
recurse_prompt;ceramic-plate1_instance_34;259;9;268
recurse_prompt;ceramic-plate1_instance_34;259;6;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;258;5;263
initial_prompt;ceramic-bowl1_instance_35;246;19;265
recurse_prompt;ceramic-bowl1_instance_35;258;10;268
recurse_prompt;ceramic-bowl1_instance_35;259;7;266
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;1;268
recurse_prompt;ceramic-bowl1_instance_35;258;5;263
