prompt type;object handle;prompt tokens;completion tokens;total tokens
repair_prompt;boxed-pasta1_instance_18;310;14;324
repair_prompt;boxed-pasta1_instance_18;296;18;314
repair_recurse_prompt;boxed-pasta1_instance_18;309;7;316
repair_recurse_prompt;boxed-pasta1_instance_18;309;5;314
repair_prompt;boxed-pasta1_instance_18;297;14;311
selection_prompt;boxed-pasta1_instance_18;231;1;232
initial_prompt;yogurt1_instance_19;243;15;258
recurse_prompt;yogurt1_instance_19;253;5;258
recurse_prompt;yogurt1_instance_19;256;2;258
repair_prompt;yogurt1_instance_19;290;10;300
repair_recurse_prompt;yogurt1_instance_19;300;6;306
selection_prompt;yogurt1_instance_19;166;1;167
initial_prompt;eggs1_instance_20;243;15;258
recurse_prompt;eggs1_instance_20;253;5;258
recurse_prompt;eggs1_instance_20;256;2;258
repair_prompt;eggs1_instance_20;290;15;305
repair_recurse_prompt;eggs1_instance_20;300;5;305
selection_prompt;eggs1_instance_20;179;1;180
initial_prompt;flour1_instance_21;243;17;260
recurse_prompt;flour1_instance_21;253;7;260
recurse_prompt;flour1_instance_21;257;2;259
recurse_prompt;flour1_instance_21;257;2;259
recurse_prompt;flour1_instance_21;259;2;261
recurse_prompt;flour1_instance_21;253;5;258
recurse_prompt;flour1_instance_21;253;8;261
repair_prompt;flour1_instance_21;298;11;309
repair_prompt;flour1_instance_21;290;17;307
repair_recurse_prompt;flour1_instance_21;300;7;307
repair_recurse_prompt;flour1_instance_21;300;0;300
repair_recurse_prompt;flour1_instance_21;300;5;305
repair_recurse_prompt;flour1_instance_21;300;5;305
repair_recurse_prompt;flour1_instance_21;304;2;306
repair_prompt;flour1_instance_21;291;11;302
repair_prompt;flour1_instance_21;284;17;301
repair_recurse_prompt;flour1_instance_21;294;5;299
repair_recurse_prompt;flour1_instance_21;294;7;301
selection_prompt;flour1_instance_21;197;1;198
initial_prompt;plastic-cups1_instance_22;246;18;264
recurse_prompt;plastic-cups1_instance_22;259;7;266
recurse_prompt;plastic-cups1_instance_22;259;11;270
recurse_prompt;plastic-cups1_instance_22;259;5;264
recurse_prompt;plastic-cups1_instance_22;259;7;266
recurse_prompt;plastic-cups1_instance_22;263;2;265
recurse_prompt;plastic-cups1_instance_22;263;5;268
recurse_prompt;plastic-cups1_instance_22;263;2;265
repair_prompt;plastic-cups1_instance_22;310;14;324
repair_prompt;plastic-cups1_instance_22;296;18;314
repair_recurse_prompt;plastic-cups1_instance_22;309;5;314
repair_recurse_prompt;plastic-cups1_instance_22;309;5;314
repair_recurse_prompt;plastic-cups1_instance_22;309;7;316
repair_prompt;plastic-cups1_instance_22;291;13;304
repair_prompt;plastic-cups1_instance_22;297;14;311
repair_prompt;plastic-cups1_instance_22;303;20;323
selection_prompt;plastic-cups1_instance_22;251;1;252
initial_prompt;paper-plates1_instance_23;245;17;262
recurse_prompt;paper-plates1_instance_23;257;7;264
recurse_prompt;paper-plates1_instance_23;257;7;264
recurse_prompt;paper-plates1_instance_23;261;2;263
recurse_prompt;paper-plates1_instance_23;261;5;266
recurse_prompt;paper-plates1_instance_23;257;9;266
recurse_prompt;paper-plates1_instance_23;258;5;263
repair_prompt;paper-plates1_instance_23;308;13;321
repair_prompt;paper-plates1_instance_23;294;17;311
repair_recurse_prompt;paper-plates1_instance_23;306;7;313
repair_recurse_prompt;paper-plates1_instance_23;306;5;311
repair_recurse_prompt;paper-plates1_instance_23;306;5;311
repair_recurse_prompt;paper-plates1_instance_23;306;7;313
repair_prompt;paper-plates1_instance_23;289;13;302
repair_prompt;paper-plates1_instance_23;295;13;308
selection_prompt;paper-plates1_instance_23;281;1;282
initial_prompt;can-of-beans1_instance_24;247;21;268
recurse_prompt;can-of-beans1_instance_24;261;7;268
recurse_prompt;can-of-beans1_instance_24;265;4;269
recurse_prompt;can-of-beans1_instance_24;265;6;271
recurse_prompt;can-of-beans1_instance_24;261;5;266
repair_prompt;can-of-beans1_instance_24;298;19;317
repair_recurse_prompt;can-of-beans1_instance_24;312;5;317
repair_recurse_prompt;can-of-beans1_instance_24;312;7;319
repair_prompt;can-of-beans1_instance_24;303;23;326
repair_recurse_prompt;can-of-beans1_instance_24;317;10;327
repair_recurse_prompt;can-of-beans1_instance_24;321;5;326
repair_recurse_prompt;can-of-beans1_instance_24;324;3;327
repair_recurse_prompt;can-of-beans1_instance_24;324;2;326
repair_recurse_prompt;can-of-beans1_instance_24;324;2;326
repair_prompt;can-of-beans1_instance_24;299;22;321
repair_recurse_prompt;can-of-beans1_instance_24;313;8;321
repair_recurse_prompt;can-of-beans1_instance_24;317;5;322
repair_recurse_prompt;can-of-beans1_instance_24;317;3;320
repair_recurse_prompt;can-of-beans1_instance_24;321;0;321
repair_recurse_prompt;can-of-beans1_instance_24;321;0;321
repair_prompt;can-of-beans1_instance_24;298;22;320
repair_prompt;can-of-beans1_instance_24;298;20;318
repair_recurse_prompt;can-of-beans1_instance_24;312;6;318
repair_recurse_prompt;can-of-beans1_instance_24;316;5;321
repair_recurse_prompt;can-of-beans1_instance_24;316;4;320
repair_recurse_prompt;can-of-beans1_instance_24;316;3;319
repair_recurse_prompt;can-of-beans1_instance_24;316;2;318
repair_recurse_prompt;can-of-beans1_instance_24;317;4;321
repair_prompt;can-of-beans1_instance_24;298;23;321
repair_recurse_prompt;can-of-beans1_instance_24;316;2;318
repair_recurse_prompt;can-of-beans1_instance_24;316;2;318
repair_recurse_prompt;can-of-beans1_instance_24;319;2;321
repair_recurse_prompt;can-of-beans1_instance_24;319;2;321
repair_prompt;can-of-beans1_instance_24;293;14;307
repair_prompt;can-of-beans1_instance_24;299;23;322
repair_recurse_prompt;can-of-beans1_instance_24;321;1;322
repair_prompt;can-of-beans1_instance_24;307;15;322
repair_prompt;can-of-beans1_instance_24;308;15;323
repair_prompt;can-of-beans1_instance_24;296;23;319
selection_prompt;can-of-beans1_instance_24;276;1;277
initial_prompt;granola1_instance_25;244;18;262
recurse_prompt;granola1_instance_25;250;14;264
recurse_prompt;granola1_instance_25;255;7;262
recurse_prompt;granola1_instance_25;255;5;260
recurse_prompt;granola1_instance_25;259;2;261
recurse_prompt;granola1_instance_25;260;5;265
recurse_prompt;granola1_instance_25;259;5;264
recurse_prompt;granola1_instance_25;263;0;263
recurse_prompt;granola1_instance_25;263;0;263
recurse_prompt;granola1_instance_25;263;1;264
recurse_prompt;granola1_instance_25;261;2;263
repair_prompt;granola1_instance_25;306;20;326
repair_recurse_prompt;granola1_instance_25;325;1;326
repair_recurse_prompt;granola1_instance_25;325;1;326
repair_recurse_prompt;granola1_instance_25;325;0;325
repair_prompt;granola1_instance_25;301;12;313
repair_prompt;granola1_instance_25;305;19;324
repair_prompt;granola1_instance_25;292;18;310
repair_recurse_prompt;granola1_instance_25;303;5;308
repair_recurse_prompt;granola1_instance_25;303;7;310
repair_prompt;granola1_instance_25;296;20;316
repair_recurse_prompt;granola1_instance_25;309;5;314
repair_recurse_prompt;granola1_instance_25;316;0;316
repair_prompt;granola1_instance_25;297;12;309
repair_prompt;granola1_instance_25;290;18;308
repair_recurse_prompt;granola1_instance_25;308;0;308
repair_prompt;granola1_instance_25;286;12;298
repair_prompt;granola1_instance_25;293;12;305
repair_prompt;granola1_instance_25;290;20;310
repair_recurse_prompt;granola1_instance_25;309;1;310
repair_prompt;granola1_instance_25;294;20;314
repair_recurse_prompt;granola1_instance_25;313;1;314
repair_prompt;granola1_instance_25;293;20;313
repair_recurse_prompt;granola1_instance_25;312;1;313
selection_prompt;granola1_instance_25;190;1;191
initial_prompt;cheese1_instance_26;243;15;258
recurse_prompt;cheese1_instance_26;253;5;258
recurse_prompt;cheese1_instance_26;256;2;258
repair_prompt;cheese1_instance_26;290;15;305
repair_recurse_prompt;cheese1_instance_26;300;5;305
selection_prompt;cheese1_instance_26;166;1;167
initial_prompt;butter1_instance_27;243;15;258
recurse_prompt;butter1_instance_27;253;5;258
selection_prompt;butter1_instance_27;153;1;154
initial_prompt;apple-cider1_instance_28;246;18;264
recurse_prompt;apple-cider1_instance_28;252;9;261
recurse_prompt;apple-cider1_instance_28;259;5;264
selection_prompt;apple-cider1_instance_28;194;1;195
initial_prompt;hummus1_instance_29;244;16;260
recurse_prompt;hummus1_instance_29;250;9;259
recurse_prompt;hummus1_instance_29;250;12;262
recurse_prompt;hummus1_instance_29;255;5;260
repair_prompt;hummus1_instance_29;294;18;312
repair_recurse_prompt;hummus1_instance_29;312;0;312
repair_prompt;hummus1_instance_29;289;11;300
selection_prompt;hummus1_instance_29;198;1;199
