prompt type;object handle;prompt tokens;completion tokens;total tokens
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;7;270
recurse_prompt;pop-tart-box1_instance_39;263;5;268
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;264;6;270
recurse_prompt;pop-tart-box1_instance_39;267;2;269
recurse_prompt;pop-tart-box1_instance_39;267;2;269
selection_prompt;pop-tart-box1_instance_39;397;1;398
selection_prompt;pop-tart-box1_instance_39;376;1;377
selection_prompt;pop-tart-box1_instance_39;360;1;361
initial_prompt;soda-can1_instance_13;245;17;262
recurse_prompt;soda-can1_instance_13;251;9;260
recurse_prompt;soda-can1_instance_13;257;7;264
recurse_prompt;soda-can1_instance_13;261;2;263
recurse_prompt;soda-can1_instance_13;261;2;263
recurse_prompt;soda-can1_instance_13;257;7;264
recurse_prompt;soda-can1_instance_13;258;6;264
recurse_prompt;soda-can1_instance_13;258;6;264
selection_prompt;soda-can1_instance_13;281;1;282
selection_prompt;soda-can1_instance_13;261;1;262
selection_prompt;soda-can1_instance_13;246;1;247
selection_prompt;soda-can1_instance_13;225;1;226
selection_prompt;soda-can1_instance_13;204;1;205
initial_prompt;apple-core1_instance_17;245;17;262
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;4;262
recurse_prompt;apple-core1_instance_17;258;6;264
recurse_prompt;apple-core1_instance_17;257;7;264
recurse_prompt;apple-core1_instance_17;258;6;264
selection_prompt;apple-core1_instance_17;273;1;274
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
recurse_prompt;box-of-aluminum-foil1_instance_38;269;7;276
recurse_prompt;box-of-aluminum-foil1_instance_38;269;5;274
selection_prompt;box-of-aluminum-foil1_instance_38;245;1;246
selection_prompt;box-of-aluminum-foil1_instance_38;222;1;223
selection_prompt;box-of-aluminum-foil1_instance_38;199;1;200
initial_prompt;coffee-grinder1_instance_36;246;20;266
recurse_prompt;coffee-grinder1_instance_36;259;5;264
recurse_prompt;coffee-grinder1_instance_36;259;5;264
selection_prompt;coffee-grinder1_instance_36;186;1;187
initial_prompt;coke-can1_instance_14;246;15;261
recurse_prompt;coke-can1_instance_14;252;12;264
recurse_prompt;coke-can1_instance_14;259;5;264
recurse_prompt;coke-can1_instance_14;259;7;266
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;263;2;265
recurse_prompt;coke-can1_instance_14;264;2;266
recurse_prompt;coke-can1_instance_14;256;5;261
recurse_prompt;coke-can1_instance_14;256;6;262
recurse_prompt;coke-can1_instance_14;260;3;263
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;260;2;262
recurse_prompt;coke-can1_instance_14;261;2;263
selection_prompt;coke-can1_instance_14;263;1;264
selection_prompt;coke-can1_instance_14;242;1;243
selection_prompt;coke-can1_instance_14;222;1;223
selection_prompt;coke-can1_instance_14;202;1;203
selection_prompt;coke-can1_instance_14;182;1;183
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;crackers1_instance_41;244;18;262
recurse_prompt;crackers1_instance_41;255;7;262
selection_prompt;crackers1_instance_41;143;1;144
initial_prompt;granola-bars1_instance_40;246;20;266
recurse_prompt;granola-bars1_instance_40;259;7;266
recurse_prompt;granola-bars1_instance_40;263;2;265
selection_prompt;granola-bars1_instance_40;186;1;187
selection_prompt;granola-bars1_instance_40;166;1;167
selection_prompt;granola-bars1_instance_40;146;1;147
initial_prompt;half-and-half1_instance_43;247;19;266
recurse_prompt;half-and-half1_instance_43;252;11;263
recurse_prompt;half-and-half1_instance_43;259;6;265
recurse_prompt;half-and-half1_instance_43;259;5;264
recurse_prompt;half-and-half1_instance_43;261;5;266
selection_prompt;half-and-half1_instance_43;218;1;219
selection_prompt;half-and-half1_instance_43;205;1;206
initial_prompt;jar-of-salsa1_instance_45;248;20;268
selection_prompt;jar-of-salsa1_instance_45;150;1;151
initial_prompt;mug1_instance_31;243;18;261
recurse_prompt;mug1_instance_31;260;0;260
selection_prompt;mug1_instance_31;144;1;145
initial_prompt;newspaper1_instance_16;243;17;260
recurse_prompt;newspaper1_instance_16;253;5;258
recurse_prompt;newspaper1_instance_16;254;6;260
recurse_prompt;newspaper1_instance_16;257;2;259
recurse_prompt;newspaper1_instance_16;257;2;259
selection_prompt;newspaper1_instance_16;216;1;217
selection_prompt;newspaper1_instance_16;196;1;197
selection_prompt;newspaper1_instance_16;177;1;178
selection_prompt;newspaper1_instance_16;157;1;158
selection_prompt;newspaper1_instance_16;138;1;139
initial_prompt;paper-cup1_instance_21;245;17;262
recurse_prompt;paper-cup1_instance_21;257;5;262
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;262;2;264
recurse_prompt;paper-cup1_instance_21;258;6;264
recurse_prompt;paper-cup1_instance_21;261;2;263
recurse_prompt;paper-cup1_instance_21;261;2;263
selection_prompt;paper-cup1_instance_21;289;1;290
initial_prompt;plate1_instance_28;243;18;261
recurse_prompt;plate1_instance_28;253;7;260
recurse_prompt;plate1_instance_28;256;2;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;258;0;258
recurse_prompt;plate1_instance_28;260;0;260
recurse_prompt;plate1_instance_28;260;0;260
selection_prompt;plate1_instance_28;236;1;237
selection_prompt;plate1_instance_28;217;1;218
initial_prompt;steak-knife1_instance_30;245;17;262
recurse_prompt;steak-knife1_instance_30;257;8;265
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
recurse_prompt;steak-knife1_instance_30;264;0;264
selection_prompt;steak-knife1_instance_30;219;1;220
selection_prompt;steak-knife1_instance_30;198;1;199
selection_prompt;steak-knife1_instance_30;176;1;177
initial_prompt;ceramic-bowl1_instance_35;246;19;265
recurse_prompt;ceramic-bowl1_instance_35;258;10;268
recurse_prompt;ceramic-bowl1_instance_35;259;7;266
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;265;0;265
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;267;0;267
recurse_prompt;ceramic-bowl1_instance_35;258;5;263
selection_prompt;ceramic-bowl1_instance_35;366;1;367
selection_prompt;ceramic-bowl1_instance_35;351;1;352
selection_prompt;ceramic-bowl1_instance_35;336;1;337
selection_prompt;ceramic-bowl1_instance_35;316;1;317
initial_prompt;ceramic-plate1_instance_34;246;19;265
recurse_prompt;ceramic-plate1_instance_34;258;8;266
recurse_prompt;ceramic-plate1_instance_34;259;9;268
recurse_prompt;ceramic-plate1_instance_34;259;6;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;265;0;265
recurse_prompt;ceramic-plate1_instance_34;258;5;263
selection_prompt;ceramic-plate1_instance_34;305;1;306
selection_prompt;ceramic-plate1_instance_34;290;1;291
selection_prompt;ceramic-plate1_instance_34;268;1;269
selection_prompt;ceramic-plate1_instance_34;253;1;254
initial_prompt;glass-tumbler1_instance_33;248;21;269
recurse_prompt;glass-tumbler1_instance_33;254;13;267
recurse_prompt;glass-tumbler1_instance_33;260;5;265
recurse_prompt;glass-tumbler1_instance_33;260;10;270
recurse_prompt;glass-tumbler1_instance_33;262;10;272
recurse_prompt;glass-tumbler1_instance_33;263;6;269
recurse_prompt;glass-tumbler1_instance_33;263;6;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;269;0;269
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;271;1;272
recurse_prompt;glass-tumbler1_instance_33;271;0;271
recurse_prompt;glass-tumbler1_instance_33;262;5;267
selection_prompt;glass-tumbler1_instance_33;402;1;403
selection_prompt;glass-tumbler1_instance_33;386;1;387
selection_prompt;glass-tumbler1_instance_33;370;1;371
initial_prompt;metal-fork1_instance_23;246;17;263
recurse_prompt;metal-fork1_instance_23;252;12;264
recurse_prompt;metal-fork1_instance_23;252;11;263
recurse_prompt;metal-fork1_instance_23;252;9;261
recurse_prompt;metal-fork1_instance_23;258;8;266
recurse_prompt;metal-fork1_instance_23;265;0;265
recurse_prompt;metal-fork1_instance_23;265;0;265
selection_prompt;metal-fork1_instance_23;288;1;289
selection_prompt;metal-fork1_instance_23;268;1;269
selection_prompt;metal-fork1_instance_23;253;1;254
selection_prompt;metal-fork1_instance_23;232;1;233
initial_prompt;mug1_instance_32;244;18;262
recurse_prompt;mug1_instance_32;254;7;261
recurse_prompt;mug1_instance_32;258;3;261
recurse_prompt;mug1_instance_32;254;5;259
recurse_prompt;mug1_instance_32;255;6;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;3;264
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
recurse_prompt;mug1_instance_32;261;0;261
selection_prompt;mug1_instance_32;345;1;346
selection_prompt;mug1_instance_32;332;1;333
initial_prompt;paring-knife1_instance_22;247;18;265
recurse_prompt;paring-knife1_instance_22;253;9;262
recurse_prompt;paring-knife1_instance_22;260;7;267
recurse_prompt;paring-knife1_instance_22;264;3;267
selection_prompt;paring-knife1_instance_22;222;1;223
selection_prompt;paring-knife1_instance_22;204;1;205
selection_prompt;paring-knife1_instance_22;180;1;181
initial_prompt;steak-knife1_instance_24;246;17;263
selection_prompt;steak-knife1_instance_24;152;1;153
