prompt type;object handle;prompt tokens;completion tokens;total tokens
initial_prompt;apple-core1_instance_17;245;18;263
initial_prompt;paper-cup1_instance_21;245;17;262
initial_prompt;paper-cup1_instance_21;245;108;353
initial_prompt;paper-cup1_instance_21;245;18;263
initial_prompt;paper-cup1_instance_21;245;12;257
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;corkscrew1_instance_26;245;102;347
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;corkscrew1_instance_26;245;17;262
initial_prompt;plate1_instance_28;243;18;261
initial_prompt;plate1_instance_28;243;105;348
initial_prompt;plate1_instance_28;243;17;260
initial_prompt;plate1_instance_28;243;15;258
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;steak-knife1_instance_30;245;101;346
initial_prompt;steak-knife1_instance_30;245;17;262
initial_prompt;steak-knife1_instance_30;245;19;264
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;107;350
initial_prompt;mug1_instance_31;243;18;261
initial_prompt;mug1_instance_31;243;17;260
initial_prompt;mug1_instance_31;243;17;260
initial_prompt;coffee-grinder1_instance_36;246;20;266
initial_prompt;coffee-grinder1_instance_36;246;116;362
initial_prompt;coffee-grinder1_instance_36;246;20;266
initial_prompt;coffee-grinder1_instance_36;246;14;260
initial_prompt;coffee-grinder1_instance_36;246;18;264
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;142;393
initial_prompt;box-of-aluminum-foil1_instance_38;251;23;274
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;box-of-aluminum-foil1_instance_38;251;25;276
initial_prompt;granola-bars1_instance_40;246;20;266
initial_prompt;granola-bars1_instance_40;246;119;365
initial_prompt;granola-bars1_instance_40;246;20;266
initial_prompt;granola-bars1_instance_40;246;22;268
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;108;352
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;crackers1_instance_41;244;18;262
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;half-and-half1_instance_43;247;115;362
initial_prompt;half-and-half1_instance_43;247;16;263
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;half-and-half1_instance_43;247;19;266
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;126;374
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;21;269
initial_prompt;jar-of-salsa1_instance_45;248;20;268
initial_prompt;jar-of-salsa1_instance_45;248;15;263
initial_prompt;paring-knife1_instance_22;247;18;265
initial_prompt;paring-knife1_instance_22;247;107;354
initial_prompt;paring-knife1_instance_22;247;18;265
initial_prompt;paring-knife1_instance_22;247;18;265
initial_prompt;paring-knife1_instance_22;247;15;262
initial_prompt;paring-knife1_instance_22;247;20;267
initial_prompt;metal-fork1_instance_23;246;17;263
initial_prompt;metal-fork1_instance_23;246;105;351
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;97;343
initial_prompt;steak-knife1_instance_24;246;15;261
initial_prompt;steak-knife1_instance_24;246;16;262
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;steak-knife1_instance_24;246;17;263
initial_prompt;mug1_instance_32;244;18;262
initial_prompt;mug1_instance_32;244;99;343
initial_prompt;glass-tumbler1_instance_33;248;21;269
initial_prompt;glass-tumbler1_instance_33;248;116;364
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-plate1_instance_34;246;114;360
initial_prompt;ceramic-plate1_instance_34;246;17;263
initial_prompt;ceramic-plate1_instance_34;246;19;265
initial_prompt;ceramic-plate1_instance_34;246;13;259
initial_prompt;ceramic-bowl1_instance_35;246;19;265
initial_prompt;ceramic-bowl1_instance_35;246;104;350
initial_prompt;ceramic-bowl1_instance_35;246;13;259
initial_prompt;ceramic-bowl1_instance_35;246;21;267
